id,original_language,overview,popularity,release_date,title,vote_average,vote_count
1538,en,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,38.902,04-08-2004,Collateral,7.228,5635
892120,es,"A mysterious, erotic and haunting love story between a writer/professor at Puerto Rico's leading University and an aspiring artist from the immigrant Chinese community.",29.936,14-10-2021,Art of Love,3.2,9
70006,en,Four fighters from different backgrounds come together to train under an ex MMA rising star and then ultimately have to fight each other and the traitor in their midst.,41.652,13-09-2011,Never Back Down 2: The Beatdown,6.4,646
48579,en,"Intransigent magistrate Viola Orlando is targeted by her rivals who set her twin sister Rosa — a high-class prostitute and pornographic photo-novel star — up to impersonate Viola and demolish her reputation. To complicate things even further, Viola is torn between enforcing the law or giving up her seat on the bench to marry her childhood friend.",30.799,05-11-1976,My Sister in Law,5.5,30
6477,en,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore.",37.899,13-12-2007,Alvin and the Chipmunks,5.8,4446
24752,ja,"After defeating Frieza, Goku returns to Earth and goes on a camping trip with Gohan and Krillin. Everything is normal until Cooler - Frieza's brother - sends three henchmen after Goku. A long fight ensues between our heroes and Cooler, in which he transforms into the fourth stage of his evolution and has the edge in the fight... until Goku transforms into a Super Saiyan.",26.144,20-07-1991,Dragon Ball Z: Cooler's Revenge,7,675
595985,en,"A legendary but retired hit man lives in peace and isolation in the barren North American wilderness. When he rescues a woman from a snowmobiling accident, he soon discovers that she's harboring a secret that forces him to return to his lethal ways.",31.149,15-05-2019,Cold Blood,5.3,402
637920,tr,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",35.147,10-10-2019,Miracle in Cell No. 7,8.3,4420
59436,en,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",42.89,11-05-2011,Midnight in Paris,7.527,7292
1226301,tl,"Laura accepts the role in this play to rebel against her mother. The director pushes her to bring out her vulnerability and anger, hoping they will show these emotions on stage.",29.255,23-02-2024,Kabit,4.8,2
241848,en,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",26.388,05-09-2014,The Guest,6.653,1959
9286,en,"High school senior Wendy's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself — which seeks out those who escaped their fate.",33.135,09-02-2006,Final Destination 3,6.1,3887
9804,en,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland'—which is tattooed on Enola's back.",38.133,28-07-1995,Waterworld,6.215,3700
39105,ja,"Mr. Money is holding another World Martial Arts Tournament and Mr. Satan invites everyone in the world to join in. Little does he know that Bojack, an ancient villain who has escaped his prison, is competing. Since Goku is currently dead, it is up to Gohan, Vegeta, and Trunks to defeat Bojack and his henchman.",30.63,10-07-1993,Dragon Ball Z: Bojack Unbound,7.1,569
565,en,Rachel Keller is a journalist investigating a videotape that may have killed four teenagers. There is an urban legend about this tape: the viewer will die seven days after watching it. Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring so she can save herself and her son.,45.381,18-10-2002,The Ring,6.672,6193
1005076,en,"A tough, working-class petty criminal is drawn into the treacherous world of diamond smuggling and morphs into an anti-heroine to be reckoned with in the murky underworld.",40.186,01-08-2024,Duchess,6.304,23
669289,ko,"Seon-hye and Mi-young will come to a university in Thailand as exchange students.  Staying in a Korean homestay in Thailand, Seonhye and Miyoung  We are facing a new chapter in life..  Seonhye, where money is everything in life, and Miyoung, who is innocent,  They are attracted to each of the two men they met at the homestay,  Obsessed with desire and love  The relationship between the four men and women is devastating due to Mi-young's pregnancy and Sun-hye's betrayal",47.862,10-11-2019,Paradise Inn Phuket: The Taste of College Students,6.7,3
1572,en,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",36.127,19-05-1995,Die Hard: With a Vengeance,7.269,6128
83542,en,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",33.129,26-10-2012,Cloud Atlas,6.888,7083
819,en,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.,35.626,18-10-1996,Sleepers,7.604,3549
127380,en,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,37.305,16-06-2016,Finding Dory,7.04,12069
938008,ko,"When retired hitman’s wife goes on vacation with her friend, she asks him to look after the friend's teenage daughter. Things go awry when he is forced to use a little violence to protect the girl from juvenile delinquents, but then they are found dead and the girl is kidnapped.",35.394,13-07-2022,The Killer,7.71,371
43947,en,"A beautiful woman from the city, Jennifer Hills, rents an isolated cabin in the country to write her latest novel. Soon, a group of local lowlifes subject her to a nightmare of degradation, rape, and violence.",37.124,17-06-2010,I Spit on Your Grave,6.5,2303
554600,hi,"Following the roguish terrorist attacks at Uri Army Base camp in Kashmir, India takes the fight to the enemy, in its most successful covert operation till date with one and only one objective of avenging their fallen heroes.",41.379,11-01-2019,Uri: The Surgical Strike,7.037,429
8643,en,"When a younger girl called Emily Rose dies, everyone puts blame on the exorcism which was performed on her by Father Moore prior to her death. The priest is arrested on suspicion of murder. The trial begins with lawyer Erin Bruner representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.",39.37,09-09-2005,The Exorcism of Emily Rose,6.591,2790
